Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Mar 13, 1998",75.0 kg,167 W,190,Runner,Metric,mm/dd/YYYY,Week,English (US),--:--,"",All
